Movie Title,Movie Rating,Movie Votings,Movie Durations,Genres
Grand Theft Hamlet,6.9,1500,89,Animation
Watchmen: Chapter I,7.0,6200,83,Animation
A Sloth Story,5.9,159,90,Animation
Look Back,7.8,14000,58,Animation
Hitpig,5.1,814,86,Animation
Spellbound,5.7,6300,109,Animation
Piece by Piece,6.9,5000,93,Animation
Watchmen: Chapter II,7.0,2700,90,Animation
Megamind vs. The Doom Syndicate,2.5,5400,83,Animation
Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3700,82,Animation
Orion and the Dark,6.3,17000,93,Animation
The Remarkable Life of Ibelin,8.2,12000,103,Animation
My Hero Academia: You're Next,7.0,1900,110,Animation
That Christmas,6.8,17000,91,Animation
Justice League: Crisis on Infinite Earths - Part One,6.2,8300,93,Animation
Thelma the Unicorn,5.7,2900,93,Animation
The Lost Tiger,7.8,31,90,Animation
Justice League: Crisis on Infinite Earths - Part Three,6.1,4300,94,Animation
The Most Precious of Cargoes,7.2,676,81,Animation
The Tiger's Apprentice,5.8,2100,84,Animation
Crayon Shin-chan: Ora's Dinosaur Diary,6.6,302,106,Animation
10 Lives,5.9,1800,88,Animation
Doraemon the Movie: Nobita's Earth Symphony,6.6,1400,115,Animation
Ultraman: Rising,6.9,6200,117,Animation
Storm Crashers,6.3,548,88,Animation
200% Wolf,6.0,1300,98,Animation
Dragonkeeper,5.7,1600,98,Animation
Woody Woodpecker Goes to Camp,4.5,2500,100,Animation
Limonov: The Ballad of Eddie,6.0,723,138,Animation
Dan Da Dan: First Encounter,8.2,2500,83,Animation
Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice',8.7,961,90,Animation
The Colors Within,7.2,790,101,Animation
Mars,8.9,19,84,Animation
Mononoke the Movie: The Phantom in the Rain,6.8,1100,89,Animation
Justice League: Crisis on Infinite Earths - Part Two,5.5,5200,94,Animation
Buffalo Kids,6.6,622,93,Animation
From Ground Zero,7.9,490,112,Animation
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8200,104,Animation
Shrek 5: The Contract - A Fan Made Film,7.0,18,84,Animation
Frida,7.5,1500,87,Animation
Haikyu!! The Dumpster Battle,7.7,6000,85,Animation
Rebellious,6.0,155,94,Animation
Johnny Puff: Secret Mission,4.8,431,87,Animation
Overlord: The Sacred Kingdom,7.0,694,135,Animation
Ghost Cat Anzu,6.5,665,97,Animation
The Night Before Christmas in Wonderland,6.3,506,80,Animation
My Freaky Family,6.5,383,86,Animation
Ryan's World the Movie: Titan Universe Adventure,1.8,632,80,Animation
Savages,7.0,264,87,Animation
Lesbian Space Princess,8.1,95,87,Animation
Gracie and Pedro: Pets to the Rescue,5.1,255,87,Animation
Super-Charlie,6.4,102,80,Animation
Boys Go to Jupiter,7.0,87,90,Animation
Blue Lock: Episode Nagi,6.6,2400,91,Animation
Fox & Hare Save the Forest,5.9,190,71,Animation
Noah's Ark,4.3,623,96,Animation
White Snake: Afloat,6.9,426,133,Animation
My Oni Girl,6.0,1700,112,Animation
The Glassworker,7.6,1500,98,Animation
Living Large,7.8,97,80,Animation
Out of the Nest,7.6,100,84,Animation
The Quintessential Quintuplets Specials 2,7.1,109,46,Animation
Dalia y el Libro Rojo,7.0,31,107,Animation
Panda Bear in Africa,5.5,307,84,Animation
Baki Hanma VS Kengan Ashura,5.7,1900,62,Animation
Xiong Shi Shao Nian 2,7.5,182,134,Animation
No Time to Spy: A Loud House Movie,6.4,432,81,Animation
Mobile Suit Gundam SEED Freedom,6.6,922,124,Animation
Bocchi the Rock! Re:,7.5,141,90,Animation
"Maya, donne-moi un titre",6.5,46,61,Animation
The Casagrandes Movie,5.6,650,89,Animation
Angelo dans la forêt mystérieuse,6.6,103,81,Animation
Heartsping : Teenieping of Love,7.2,20,90,Animation
Rafadan Tayfa: Kapadokya,6.7,110,84,Animation
Kizumonogatari: Koyomi Vamp,6.9,79,144,Animation
Big City Greens the Movie: Spacecation,6.2,528,90,Animation
Detective Conan: The Million-Dollar Pentagram,6.8,1400,111,Animation
Bocchi the Rock! Re: Re:,7.9,87,77,Animation
Slocum et moi,7.4,63,75,Animation
Sabbath Queen,8.0,56,105,Animation
Schirkoa: In Lies We Trust,5.6,153,103,Animation
Trapezium,6.4,127,102,Animation
Hola Frida,7.1,20,82,Animation
Exorcism Chronicles: The Beginning,7.0,62,85,Animation
Dongeng Sang Kancil,8.1,76,99,Animation
Dead Dead Demon's Dededede Destruction,7.0,135,120,Animation
Si Juki the Movie: Harta Pulau Monyet,6.0,114,107,Animation
Sanatorium Under the Sign of the Hourglass,5.2,87,75,Animation
Dragon Ball Z Kai,8.4,65,82,Animation
Kvitebjørn,5.9,51,85,Animation
Goldbeak,4.9,125,94,Animation
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.8,25,71,Animation
The Proud Princess,7.1,97,84,Animation
Niko: Beyond the Northern Lights,6.3,288,86,Animation
Mariposas Negras,7.0,44,83,Animation
SuperKlaus,4.3,189,88,Animation
Mustafa,6.9,73,75,Animation
Animal Tales of Christmas Magic,6.8,50,72,Animation
Little Emma,5.7,97,106,Animation
Peppa's Cinema Party,5.0,152,65,Animation
Diplodocus,6.5,157,90,Animation
The Big Trip 3: Race Around the World,5.8,49,85,Animation
Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,7.4,71,70,Animation
Fureru,6.4,23,107,Animation
The Storm,6.1,135,102,Animation
TWST: Things We Said Today,6.9,43,86,Animation
Jon Vardar protiv Galaksijata,9.0,59,86,Animation
Movie Given Hiiragi Mix.,7.5,131,70,Animation
Captain Avispa,5.8,172,96,Animation
Fuuto PI: Portrait of Kamen Rider Skull,7.5,30,82,Animation
Appu,8.6,181,92,Animation
Quo Vadis,6.6,330,90,Animation
Rock Bottom,7.0,37,86,Animation
Steal the Naughty List,6.7,113,90,Animation
Il segreto di Liberato,7.3,208,90,Animation
Maxxie LaWow: Drag Super-shero,8.9,54,114,Animation
"Die Heinzels: Neue Mützen, Neue Mission",6.4,62,76,Animation
Flavors of Iraq,8.1,36,95,Animation
Masha i Medved v kino: Park chudes,7.0,16,58,Animation
Boonie Bears: Time Twist,6.1,158,105,Animation
Luntik. Vozvrashchenie domoy,6.4,73,90,Animation
Transformers: 40th Anniversary Event,7.2,28,96,Animation
Into the Mortal World,6.8,137,118,Animation
Kuramerukagari,5.8,79,61,Animation
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.8,14,90,Animation
Tri kota. Zimnie kanikuly,6.3,26,65,Animation
Zak & Wowo: The Legend of Lendarys,5.7,85,85,Animation
Askepote,3.4,79,72,Animation
Nothing Unusual,9.7,11,92,Animation
Nie Xiaoqian,6.7,14,112,Animation
Rocky and Bullwinkle,9.6,10,100,Animation
Benjamin Bat,8.1,28,75,Animation
Given 3: To the Sea,8.5,6,80,Animation
"Silex and the City, le film",4.9,47,77,Animation
The Umbrella Fairy,5.5,48,95,Animation
Dikkie Dik en de Verdwenen Knuffel,7.2,125,62,Animation
The Worlds Divide,8.0,36,120,Animation
Motu Patlu & The Rise of Zombies,6.6,15,74,Animation
Dead Dead Demon's Dededede Destruction Zenpen,7.0,136,120,Animation
Norbert,6.7,10,75,Animation
Meitantei Conan Bâsasu Kaitô Kiddo,6.2,151,81,Animation
A Few Moments of Cheers,7.5,23,68,Animation
Uma & Haggen: Mitos,7.4,44,94,Animation
The Car Acrobatic Team Saga,8.0,9,112,Animation
Inanimate Insanity II: The Movie,8.9,224,106,Animation
Double Tuckerr,5.0,1200,120,Animation
Tobias and the Arcane Merchant,9.0,42,167,Animation
"Robotia, the Movie",8.2,17,86,Animation
Rocket Club: Across the Cosmos,8.2,18,68,Animation
Olivia & the Clouds,7.2,44,81,Animation
Tay 2: Ebabil Takimi,5.5,35,78,Animation
Pui Pui Molcar the Movie: Molmax,6.7,6,69,Animation
PAPmusic - Animation for Fashion,1.0,123,85,Animation
The Greatest Surf Movie in the Universe,5.4,8,81,Animation
Mobile Suit Gundam: Silver Phantom,6.1,13,90,Animation
Code Geass: Rozé of the Recapture - Part 1,7.9,39,74,Animation
Riki Rhino: The Bird Kingdom,5.0,22,109,Animation
Uma Musume: Pretty Derby - Beginning of a New Era,7.4,109,108,Animation
Lilla spöket Laban spökar igen,6.3,20,44,Animation
Formula vody,4.3,27,86,Animation
Babaee-ye Ghahreman,8.7,34,80,Animation
Pleasant Goat and Big Big Wolf: The World Guardians,7.0,11,96,Animation
Arne Alligator och djungelkompisarna,4.6,48,61,Animation
Hello My Beautiful Creatures,6.8,167,142,Animation
Love Live! Nijigasaki High School Idol Club Final Chapter Part 1,6.0,7,59,Animation
Code Geass: Rozé of the Recapture: Part 2,8.1,24,76,Animation
Tri bogatyrya. Ni dnya bez podviga,5.7,62,61,Animation
Motu Patlu & The Race to the Diamond Valley,7.8,27,72,Animation
The Ballad of Straw Hat Sam,9.1,9,45,Animation
Luv You Shankar,5.8,43,120,Animation
Max Beyond,6.6,17,93,Animation
Sunburnt Unicorn,7.4,9,81,Animation
Sirds likums,6.6,16,65,Animation
Zuzubalândia: O Filme,5.6,10,60,Animation
Bob a Bobek ve filmu: Na stope Mrkvojeda,8.8,17,80,Animation
Bizarros Peixes das Fossas Abissais,8.4,8,75,Animation
Velký Pán,7.0,8,73,Animation
The Delegator,4.2,17,96,Animation
Ninja Doomscrolling,8.1,102,96,Animation
Nasreddin Hoca: Zaman Yolcusu - Kadim Medeniyetler,7.7,12,78,Animation
Astra,6.8,8,80,Animation
Ugly Sweater,7.1,13,80,Animation
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,9,50,Animation
Isle: Alpha One,8.4,7,97,Animation
Abá e Sua Banda,8.0,6,84,Animation
Yumi's Cells: The Movie,6.2,48,93,Animation
Bloody Escape,6.1,25,100,Animation
Turbozavry. God drakona,9.2,41,48,Animation
Code Geass: Rozé of the Recapture: Part 4,7.0,12,70,Animation
2475 Dawn of Revolution,6.3,152,127,Animation
Code Geass: Rozé of the Recapture: Part 3,7.7,22,76,Animation
Terra Incognita 1901,9.2,12,78,Animation
Ekip: Siberay - Günes Firtinasi,6.0,14,72,Animation
LUDA,7.2,6,86,Animation
Ya Boy Kongming! Road to Summer Sonia,7.5,38,119,Animation
"Hey, Tete",6.4,9,151,Animation
Skazochnyy patrul. Shou prodolzhayetsya,7.2,11,65,Animation
Let's Go! Anpanman: Baikinman and Lulun,6.5,7,64,Animation
Bie ba zuo wen dang hui shi er,7.2,10,89,Animation
Elli and the Ghostly Ghost Train,5.0,88,86,Animation
Flow,7.9,55000,85,Family
Sonic the Hedgehog 3,6.9,51000,110,Family
Mufasa: The Lion King,6.6,47000,118,Family
Despicable Me 4,6.2,62000,94,Family
Paddington in Peru,6.7,16000,106,Family
Moana 2,6.7,83000,100,Family
Inside Out 2,7.5,210000,96,Family
Wallace & Gromit: Vengeance Most Fowl,7.5,32000,82,Family
Transformers One,7.6,47000,104,Family
IF,6.4,56000,104,Family
The Day the Earth Blew Up: A Looney Tunes Movie,6.8,1200,91,Family
Fear,8.6,2700,115,Family
The Garfield Movie,5.7,23000,101,Family
The Forge,6.7,4500,124,Family
Kung Fu Panda 4,6.3,66000,94,Family
Descendants: The Rise of Red,4.7,6900,91,Family
Harold and the Purple Crayon,5.7,7800,90,Family
A Sloth Story,5.9,159,90,Family
Young Hearts,8.1,4300,97,Family
How to Make Millions Before Grandma Dies,8.0,13000,125,Family
Hitpig,5.1,814,86,Family
Spellbound,5.7,6300,109,Family
Lost on a Mountain in Maine,6.2,1100,98,Family
Piece by Piece,6.9,5000,93,Family
Faith of Angels,5.9,166,98,Family
Megamind vs. The Doom Syndicate,2.5,5400,83,Family
Panda Plan,5.1,1100,99,Family
You Gotta Believe,5.8,1200,104,Family
My Penguin Friend,6.7,4600,97,Family
Unsung Hero,7.0,4900,113,Family
Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3700,82,Family
Orion and the Dark,6.3,17000,93,Family
Guest from the Future,6.0,1100,141,Family
Big World,7.4,954,131,Family
The Thundermans Return,5.0,1800,70,Family
That Christmas,6.8,17000,91,Family
Thelma the Unicorn,5.7,2900,93,Family
The Lost Tiger,7.8,31,90,Family
Autumn and the Black Jaguar,5.6,955,100,Family
The Tiger's Apprentice,5.8,2100,84,Family
Crayon Shin-chan: Ora's Dinosaur Diary,6.6,302,106,Family
Bambi: A Tale of Life in the Woods,5.7,149,85,Family
10 Lives,5.9,1800,88,Family
Doraemon the Movie: Nobita's Earth Symphony,6.6,1400,115,Family
Ultraman: Rising,6.9,6200,117,Family
Storm Crashers,6.3,548,88,Family
200% Wolf,6.0,1300,98,Family
Woody Woodpecker Goes to Camp,4.5,2500,100,Family
Woodwalkers,5.4,325,103,Family
Meiyazhagan,8.4,13000,177,Family
Runt,6.4,487,91,Family
Buffalo Kids,6.6,622,93,Family
Bibi Rajni,8.6,707,143,Family
Average Joe,4.2,559,100,Family
Rebellious,6.0,155,94,Family
Der Buchspazierer,7.3,344,98,Family
Ghost Cat Anzu,6.5,665,97,Family
The Night Before Christmas in Wonderland,6.3,506,80,Family
My Freaky Family,6.5,383,86,Family
Ryan's World the Movie: Titan Universe Adventure,1.8,632,80,Family
Savages,7.0,264,87,Family
The Groomsmen: First Look,6.1,373,82,Family
Robin and the Hoods,4.4,504,100,Family
Man and Witch: The Dance of a Thousand Steps,5.6,324,94,Family
Gracie and Pedro: Pets to the Rescue,5.1,255,87,Family
And the Breadwinner Is...,6.8,241,123,Family
Believe in Christmas,6.1,817,90,Family
Super-Charlie,6.4,102,80,Family
Return to Wickensburg,4.9,21,88,Family
Home Sweet Loan,8.1,809,112,Family
A Sudden Case of Christmas,5.1,1100,91,Family
A Nashville Wish,5.6,87,102,Family
Noah's Ark,4.3,623,96,Family
My Oni Girl,6.0,1700,112,Family
A Brother and 7 Siblings,8.6,1100,129,Family
School of Magical Animals 3,5.9,294,105,Family
Disaster Holiday,4.8,667,93,Family
A Carpenter's Prayer,8.6,33,91,Family
Rally Caps,5.5,125,100,Family
Marry Christmas,6.9,57,85,Family
Chico Bento e a Goiabeira Maraviosa,7.8,451,90,Family
Living Large,7.8,97,80,Family
Børnene fra Sølvgade,7.6,89,102,Family
Dalia y el Libro Rojo,7.0,31,107,Family
Panda Bear in Africa,5.5,307,84,Family
Brewster's Millions: Christmas,5.7,184,100,Family
Like a Rolling Stone,7.8,405,106,Family
Going Viral,6.8,49,90,Family
Victoria må dø,5.9,344,85,Family
The Neon Highway,6.0,483,113,Family
The Snow Sister,7.0,2100,96,Family
Bremenskie muzykanty,4.6,660,115,Family
Father There is Only One 4,5.2,598,90,Family
Bila Esok Ibu Tiada,6.6,220,104,Family
Treasure Trackers,5.8,149,92,Family
2nd Miracle in Cell No. 7,7.8,197,147,Family
No Time to Spy: A Loud House Movie,6.4,432,81,Family
Dear Family,7.0,47,116,Family
The Primrose Railway Children,4.9,142,81,Family
"Maya, donne-moi un titre",6.5,46,61,Family
The Casagrandes Movie,5.6,650,89,Family
Paper Flowers,9.0,28,100,Family
Windcatcher,5.3,406,80,Family
Il migliore dei mali,7.8,6,90,Family
Heartsping : Teenieping of Love,7.2,20,90,Family
Ole Aale,8.7,406,142,Family
Juliette au printemps,6.5,214,95,Family
Dance Rivals,6.0,63,93,Family
The Lamb,7.1,27,85,Family
Juf Braaksel en de Geniale Ontsnapping,4.0,42,83,Family
Big City Greens the Movie: Spacecation,6.2,528,90,Family
Véletlenül írtam egy könyvet,7.7,268,98,Family
Skelly,5.6,88,85,Family
Grrr...,4.0,805,121,Family
Saint Nick of Bethlehem,9.3,94,93,Family
G for Gap,7.2,530,103,Family
The Magic Penguin,3.8,25,89,Family
Dog Days,6.7,295,120,Family
Troy the Bharat Putra,5.7,30,134,Family
Dongeng Sang Kancil,8.1,76,99,Family
Singapore Saloon,6.0,1200,137,Family
Si Juki the Movie: Harta Pulau Monyet,6.0,114,107,Family
Kvitebjørn,5.9,51,85,Family
Vishesham,6.7,1300,136,Family
Laggam,8.5,5100,130,Family
"Love, Sitara",5.3,294,105,Family
Joy of Horses,5.8,160,90,Family
Goldbeak,4.9,125,94,Family
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.8,25,71,Family
Magic Beach,5.5,58,80,Family
14 Days Love,7.5,8,112,Family
The Proud Princess,7.1,97,84,Family
Cup,8.5,65,146,Family
Niko: Beyond the Northern Lights,6.3,288,86,Family
Letuchiy korabl,3.7,287,100,Family
Domovyonok Kuzya,6.5,800,90,Family
SuperKlaus,4.3,189,88,Family
Ghudchadi,4.2,548,113,Family
Animal Tales of Christmas Magic,6.8,50,72,Family
Little Emma,5.7,97,106,Family
Hashtag Tadev lagnam,6.5,124,118,Family
Stinky Summer,5.9,45,90,Family
Yolki 11,4.7,163,92,Family
For Prophet,5.4,104,105,Family
Peppa's Cinema Party,5.0,152,65,Family
Daaru Na Peenda Hove,7.7,2300,111,Family
Sabari,8.4,5400,129,Family
The Legend of Catclaws Mountain,3.5,170,104,Family
Babah,7.0,105,129,Family
The Big Trip 3: Race Around the World,5.8,49,85,Family
Dedh Bigha Zameen,6.9,739,100,Family
Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,7.4,71,70,Family
Luv Ki Arrange Marriage,3.9,4500,135,Family
Baba Yaga spasaet Novyy god,4.4,113,99,Family
LasseMajas detektivbyrå - Maskoten som försvann,6.1,53,90,Family
Superkrachten voor je hoofd,7.3,193,92,Family
Too Old for Fairy Tales 2,4.8,386,95,Family
Heavens: The Boy and His Robot,6.3,21,98,Family
Rajakili,8.8,538,122,Family
Daye: Seret ahl el Daye,7.6,14,104,Family
Captain Avispa,5.8,172,96,Family
Rajkumar,7.3,2600,145,Family
Paagal vs Kadhal,9.0,2100,111,Family
Luigi's Mansion,6.0,17,60,Family
Gharat Ganpati,7.9,490,139,Family
Powder Pup,6.2,73,89,Family
Spirit of Friendship,4.3,72,85,Family
Carol,8.3,47,115,Family
Ognivo,5.4,211,105,Family
De Bellinga's: Pretpark op stelten,3.1,122,70,Family
BeBe Winans' We Three Kings,6.9,126,90,Family
Sieger Sein,6.6,166,119,Family
Brother,6.3,2300,140,Family
Baii Ga,4.2,59,134,Family
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,5.0,7,74,Family
Steal the Naughty List,6.7,113,90,Family
Yaren Leylek,6.2,23,95,Family
Chicken Coop,5.7,86,98,Family
Super papa,5.2,109,90,Family
Gina,7.7,21,100,Family
Feather Christmas,5.2,120,94,Family
Mr. Santa: A Christmas Extravaganza,8.5,16,98,Family
Sunny,7.6,21,122,Family
DeAr,5.1,1300,132,Family
"Die Heinzels: Neue Mützen, Neue Mission",6.4,62,76,Family
Vaar Tahevaar,8.0,278,127,Family
Masha i Medved v kino: Park chudes,7.0,16,58,Family
Our Christmas House,5.4,44,77,Family
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.8,14,90,Family
"7 dney, 7 nochey",6.3,402,98,Family
Tri kota. Zimnie kanikuly,6.3,26,65,Family
Our Church Thinks We're Dating,7.5,59,102,Family
Chithini,6.0,551,151,Family
Manyunya. Priklyucheniya v derevne,5.8,113,84,Family
A Christmas Miracle,6.0,65,88,Family
Zak & Wowo: The Legend of Lendarys,5.7,85,85,Family
Askepote,3.4,79,72,Family
Kardes Takimi,3.5,535,95,Family
Wedding Diaries,9.0,2000,121,Family
Mees Kees op eigen benen,6.1,31,82,Family
The Adventures of Jurassic Pet: Return to the Wild,5.5,51,90,Family
Woof Woof Daddy,6.5,39,105,Family
Planet 7693,7.6,66,110,Family
Porch Pirates,5.0,100,107,Family
Oyunda Kal: Eglence Arenasi,2.7,35,92,Family
Grüsse vom Mars,6.5,18,85,Family
The Hedgehog,6.7,664,104,Family
Ducobu passe au vert!,4.0,124,90,Family
Krispy Rishtey,6.6,69,133,Family
"Akiko, der fliegende Affe",8.4,10,70,Family
Dikkie Dik en de Verdwenen Knuffel,7.2,125,62,Family
The Secret of Pin-Up Island,7.4,92,107,Family
Double Engine,5.6,114,106,Family
Gowri,7.4,4100,130,Family
Padmavyuham Lo Chakradhari,7.4,1700,110,Family
Thookudurai,4.3,2300,125,Family
Håkan Bråkan 2,5.4,127,92,Family
Amaltash,8.1,144,113,Family
Uma & Haggen: Mitos,7.4,44,94,Family
Die Chaosschwestern und Pinguin Paul,5.6,65,100,Family
Tartinijev kljuc,7.8,21,115,Family
CBeebies Panto: Beauty and the Beast,7.8,16,73,Family
Inanimate Insanity II: The Movie,8.9,224,106,Family
Double Tuckerr,5.0,1200,120,Family
Mountain Boy,8.2,17,93,Family
My Dear Donga,5.7,160,132,Family
"Robotia, the Movie",8.2,17,86,Family
Ne odna doma,4.1,78,79,Family
Max und die wilde 7: Die Geister-Oma,6.2,46,90,Family
Chhota Bheem and the Curse of Damyaan,4.8,2300,145,Family
Eine zweite Chance,8.6,39,91,Family
Christmas Carole,4.3,73,93,Family
Palayam PC,5.2,136,118,Family
Rocket Club: Across the Cosmos,8.2,18,68,Family
Miracle Mile,8.7,27,82,Family
Hope's Hollywood Christmas,8.9,28,90,Family
Pui Pui Molcar the Movie: Molmax,6.7,6,69,Family
Last Defenders of Monogamy,5.3,385,84,Family
Smotri na menya!,5.6,63,120,Family
Obraz,7.5,15,95,Family
Semeynyy perepolokh,4.8,58,87,Family
Manyunya. Priklyucheniya v Moskve,7.3,105,87,Family
De Club van Sinterklaas Film: Het Grote Sneeuwavontuur,5.8,50,79,Family
"Heinähattu, Vilttitossu ja kana",4.9,58,77,Family
When the World Met Miss Probinsyana,9.5,41,155,Family
Petualangan Anak Penangkap Hantu,6.0,23,99,Family
A House Without a Father,6.2,34,61,Family
Boom!,8.3,10,90,Family
Scooped,5.2,43,84,Family
De Legende van Familie Vos,5.7,58,81,Family
Nadanna Sambhavam,5.8,1400,120,Family
Perfekta: Uma Aventura da Escola de Gênios,5.8,15,92,Family
A Holiday for Harmony,3.6,35,120,Family
Little Town,6.8,11,90,Family
Mastaani,9.3,24,150,Family
Piraty galaktiki Barrakuda,4.4,78,92,Family
The Land of Morning Calm,6.1,19,113,Family
Vasilisa i khraniteli vremeni,3.1,66,98,Family
Igrisca ne damo!,6.9,26,79,Family
"Merry Birthday, Happy Christmas",4.8,114,84,Family
Al Eid Eiden,6.1,11,110,Family
A Hero's Journey: The Making of Percy Jackson and the Olympians,7.5,245,50,Family
Awesomest Christmas Ever,6.8,20,78,Family
Novogodnee chudo,5.5,14,73,Family
Moy dikiy drug,6.7,52,100,Family
Vozvrashchenie popugaya Keshi,4.1,58,93,Family
Arne Alligator och djungelkompisarna,4.6,48,61,Family
Chitti - Potti,9.0,1700,150,Family
Give You a Candy,5.4,14,134,Family
Novyy god v Beryozovke,7.1,97,94,Family
Tri bogatyrya. Ni dnya bez podviga,5.7,62,61,Family
A Game of Two Halves,7.3,24,100,Family
Aanandhapuram Diaries,7.1,2500,115,Family
Klaantha,6.2,518,107,Family
Haydi Tut Elimi,6.7,25,113,Family
Lek Asavi Tar Ashi,5.5,13,143,Family
Once Upon a Christmas,6.8,13,115,Family
Titip Surat Untuk Tuhan,6.5,38,81,Family
Oti Uttam,5.2,202,137,Family
Príncipe Lu e a Lenda do Dragão,4.2,27,90,Family
Bob a Bobek ve filmu: Na stope Mrkvojeda,8.8,17,80,Family
Papu mame zaverni,3.5,65,106,Family
Gabru Gang,8.7,214,123,Family
Vovó Ninja,5.2,21,96,Family
Suvorovets 1944,6.1,7,90,Family
The Christmas Room,6.4,52,99,Family
Appa I Love You,8.7,542,145,Family
My Dad Is an Alien,8.0,18,96,Family
Kaagada,8.8,13,149,Family
Neposlushniki,4.9,93,115,Family
Nebesko,5.2,10,73,Family
Iwájú: A Day Ahead,6.8,73,71,Family
Pinnil Oral,6.0,113,127,Family
Moyo sobache delo,5.2,41,77,Family
Prinsessa Pikkiriikki,6.1,39,75,Family
De Grote Sinterklaasfilm - Stampij in de bakkerij,3.0,76,75,Family
Vikaasaparva,8.9,539,134,Family
Mezhdu nami,4.9,33,93,Family
The Truth: The Journey Within,7.2,8,91,Family
Mansarra,7.7,20,138,Family
Moy lyubimyy chempion,2.3,419,95,Family
"Poymay sobaku, esli smozhesh",3.6,35,96,Family
SDL A Batalha Musical,7.3,40,102,Family
Udanadi Mangalyam,2.9,24,90,Family
Uparwala & Sons,9.2,321,126,Family
Vindu Bhojanam,7.2,54,103,Family
Fanzo Movie,7.9,10,104,Family
Bitva pap,4.5,24,79,Family
Haddhu Ledhu Raa,7.3,2000,112,Family
Uzhaipalar Thinam,4.3,7,122,Family
Malyshariki. Den rozhdeniya,6.0,27,52,Family
Korporatsiya Morozov,5.5,30,83,Family
Give 'Em Hell Honey!,5.8,10,94,Family
Princezna na hrásku,5.6,63,80,Family
Kattis Gang,8.2,402,144,Family
Iyus Jenius,9.0,7,82,Family
Omar v bolshom kino,5.8,26,86,Family
Khelaghar Bandhte Legechi,8.0,7,100,Family
LUDA,7.2,6,86,Family
V banyu!,5.2,69,99,Family
Odna doma. Velikolepnaya pyatyorka,3.9,38,85,Family
Wholesome Grove,7.0,8,99,Family
Kallu Compound 1995,8.2,2000,140,Family
Childhood Tales,7.3,20,63,Family
YA - medved,4.9,61,97,Family
Mukhadrakon,5.3,16,109,Family
Kazhdyy mechtaet o sobake,5.2,31,90,Family
Tayna Chyornoy Ruki,5.7,22,84,Family
Skazochnyy patrul. Shou prodolzhayetsya,7.2,11,65,Family
Mallemogga,9.0,11,132,Family
Idu Entha Lokavayya,6.6,7,120,Family
Fien & Teun Circus op de Boerderij,5.6,11,77,Family
A Christmas Reunion,4.9,11,64,Family
Let's Go! Anpanman: Baikinman and Lulun,6.5,7,64,Family
Tomari Sathe,8.0,8,54,Family
Selebryata,3.6,20,93,Family
Person of the Year,5.8,11,100,Family
Borjatri,8.4,6,72,Family
Flow,7.9,55000,85,Fantasy
Nosferatu,7.3,176000,132,Fantasy
Wicked,7.5,140000,160,Fantasy
Sonic the Hedgehog 3,6.9,51000,110,Fantasy
The Lord of the Rings: The War of the Rohirrim,6.3,27000,134,Fantasy
Mufasa: The Lion King,6.6,47000,118,Fantasy
Better Man,7.6,21000,135,Fantasy
Parthenope,6.7,8500,137,Fantasy
Moana 2,6.7,83000,100,Fantasy
Megalopolis,4.7,34000,138,Fantasy
The Watchers,5.7,55000,102,Fantasy
The Crow,4.7,32000,111,Fantasy
Inside Out 2,7.5,210000,96,Fantasy
Beetlejuice Beetlejuice,6.7,143000,105,Fantasy
Red One,6.3,137000,123,Fantasy
Transformers One,7.6,47000,104,Fantasy
IF,6.4,56000,104,Fantasy
Damsel,6.1,108000,110,Fantasy
Solo Leveling: ReAwakening,8.7,6000,121,Fantasy
Godzilla x Kong: The New Empire,6.1,119000,115,Fantasy
Ghostbusters: Frozen Empire,6.1,92000,115,Fantasy
The Life of Chuck,7.8,454,110,Fantasy
The Garfield Movie,5.7,23000,101,Fantasy
Uglies,4.7,32000,100,Fantasy
Kung Fu Panda 4,6.3,66000,94,Fantasy
Descendants: The Rise of Red,4.7,6900,91,Fantasy
Harold and the Purple Crayon,5.7,7800,90,Fantasy
Hagen,6.2,961,139,Fantasy
Kalki 2898 AD,7.0,66000,180,Fantasy
Spellbound,5.7,6300,109,Fantasy
The Tearsmith,5.2,12000,103,Fantasy
Rebel Moon - Part Two: The Scargiver,5.3,59000,122,Fantasy
A Dog's Will 2,6.3,2600,104,Fantasy
Monster Summer,5.7,3500,97,Fantasy
The End,5.5,1600,148,Fantasy
Girl Haunts Boy,6.3,2800,100,Fantasy
The Wonderful Story of Henry Sugar and Three More,7.1,6100,88,Fantasy
Family Pack,5.5,8700,94,Fantasy
Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3700,82,Fantasy
